Id,SalePrice
1461,122540.77870805652
1462,153797.17638740913
1463,187232.37299255736
1464,197201.75617907482
1465,184485.63042971352
1466,172057.65391843976
1467,181259.8675055463
1468,168112.21350773438
1469,187125.93411389412
1470,120080.97598803714
1471,187291.15159288025
1472,99076.15106197269
1473,97214.54340010502
1474,149919.83542437706
1475,119921.10090364037
1476,360530.50640101783
1477,246968.41296739067
1478,277033.29988900176
1479,251907.11166202617
1480,502342.0273416738
1481,331258.60431643476
1482,205803.12997700745
1483,174281.24459646663
1484,164833.77592372318
1485,180989.19004239436
1486,197889.40645763418
1487,321215.7444455159
1488,227782.7753576744
1489,201339.3623220953
1490,228913.06473894746
1491,190466.7574477383
1492,92469.81392338498
1493,187181.40575105202
1494,285595.50801055
1495,283261.596860443
1496,232006.42040583238
1497,179461.30894148047
1498,165841.00062660794
1499,157015.65747408863
1500,152949.42463202222
1501,175609.73132428163
1502,149633.8140577866
1503,287371.88899344695
1504,239853.5708368167
1505,228780.18647299253
1506,191063.34195469253
1507,260335.5070123913
1508,205131.6165049074
1509,158586.74312931355
1510,146111.79788326062
1511,149267.37786573407
1512,171426.52697801724
1513,144274.5138929021
1514,153258.26424583857
1515,193917.56250303873
1516,151077.78162360168
1517,167709.2300123546
1518,131329.18376426795
1519,226332.86679104072
1520,130506.60793913322
1521,133274.54520464514
1522,167995.80855140975
1523,115136.22005777757
1524,122397.48021622212
1525,119999.62598996011
1526,111893.45778602354
1527,107437.59389205973
1528,135520.28175987024
1529,150667.42848592275
1530,182608.93686164965
1531,108069.03148017621
1532,97275.30465824516
1533,146973.39488230718
1534,122032.17616593733
1535,146222.63674461225
1536,108016.08071756075
1537,60114.56358025172
1538,151445.96082949417
1539,189485.37845187253
1540,89426.55032680195
1541,137515.7789425282
1542,139720.8794739205
1543,192614.74752284918
1544,84220.0306278725
1545,112771.04902018911
1546,131390.16053315802
1547,134038.43099929864
1548,138944.38115032847
1549,116069.58557819674
1550,133840.885501013
1551,110531.56240487406
1552,137146.19604661665
1553,144060.8511568604
1554,119987.17764232954
1555,159995.7157086764
1556,84879.59938135486
1557,101109.96157565982
1558,99110.42372137026
1559,62990.01666182116
1560,132237.89832662186
1561,131529.0002246665
1562,128085.84732949249
1563,122633.93319038156
1564,158537.30723095266
1565,144341.0747456665
1566,228041.63567474304
1567,77835.88560579167
1568,227015.34745435606
1569,141369.1925523588
1570,139763.58040608553
1571,116208.27948462282
1572,142012.00293342696
1573,236518.51679885227
1574,115443.43243274197
1575,229465.92465764485
1576,244316.36582098305
1577,185419.93902136007
1578,145060.31806479007
1579,145827.23970550098
1580,192815.46652829446
1581,158505.07835681803
1582,124943.15684626419
1583,322165.3596888191
1584,225001.3690317668
1585,139041.73540314217
1586,75405.40018327009
1587,99157.03050348192
1588,152753.14020673174
1589,99184.34239091483
1590,130435.35334669017
1591,97208.86765589303
1592,115950.20246496866
1593,123692.5020010491
1594,138070.20574503473
1595,106853.87382463702
1596,232040.00399641847
1597,180918.45136295637
1598,208495.71469119607
1599,166783.54959376247
1600,158029.69308895755
1601,67560.13885775034
1602,117256.39453582454
1603,65343.95759308738
1604,266708.5721120192
1605,242262.7658645896
1606,165995.85585656902
1607,174139.44800585695
1608,208169.28629609692
1609,184622.94172696254
1610,157637.4661837298
1611,137224.53591253728
1612,170997.93261534697
1613,167423.8478988253
1614,126145.49361966341
1615,90071.40794307138
1616,78669.85637742629
1617,94547.69010385049
1618,125380.8310559918
1619,141816.14153683773
1620,167221.59409819823
1621,137109.41912347122
1622,146205.05896801472
1623,273858.1862694232
1624,205995.85842580214
1625,119461.11371990871
1626,167404.65461995875
1627,188185.6273123237
1628,283906.7808357642
1629,177836.9171236897
1630,361064.71868700197
1631,223426.91583621816
1632,232359.31761379138
1633,171992.94153637518
1634,187707.6513951917
1635,176617.2268235935
1636,156650.478872785
1637,200896.07641420444
1638,182166.3271702323
1639,187595.147927244
1640,253856.66995254092
1641,175131.57824387596
1642,238520.97582468466
1643,219632.14376626644
1644,235574.94145303627
1645,207890.17109563897
1646,163961.85094495784
1647,152912.612080649
1648,132168.2199107676
1649,141945.9629831686
1650,114139.71351771595
1651,119739.26215503766
1652,99943.75998589939
1653,105915.45179916164
1654,147038.05706338657
1655,142565.6911604831
1656,144530.5854066798
1657,149963.3439986357
1658,145692.30624326103
1659,124683.50581701999
1660,157103.41575191967
1661,443230.9437910497
1662,411727.1586912949
1663,376581.35912573506
1664,521852.01088566193
1665,309359.3787097091
1666,334060.7717798366
1667,362590.36178428394
1668,339746.65682395373
1669,301356.25602508534
1670,344540.60573075654
1671,264928.4092767291
1672,486566.81018912024
1673,287508.3604588388
1674,241513.0513961807
1675,187328.31221812882
1676,194331.6455426522
1677,222486.7142432875
1678,480344.8457481351
1679,409234.2867012316
1680,338901.1987465635
1681,242348.16683459168
1682,296430.0104839857
1683,180155.88544626665
1684,172979.2409729156
1685,172083.1855088912
1686,169012.90446924663
1687,169439.88345760363
1688,189614.9578194632
1689,194485.5625990186
1690,194063.46891265575
1691,182713.79133508803
1692,258137.2639437625
1693,167796.50142251386
1694,181361.7236991452
1695,170237.5258439151
1696,273279.72323231905
1697,174760.5398789879
1698,346916.1578316593
1699,318905.1127915205
1700,250238.06680107708
1701,264009.858170606
1702,239765.08462646676
1703,244479.55887179537
1704,284732.5815241613
1705,232821.3486433348
1706,315124.7333538542
1707,213398.56408520284
1708,206620.34707338293
1709,270044.81762528233
1710,223458.98028850058
1711,269276.2431716632
1712,250648.14236865923
1713,280479.2951935828
1714,226507.92802174645
1715,210818.0568354852
1716,182799.36034444952
1717,175414.27749386232
1718,135816.33957437208
1719,202400.05360169162
1720,242388.05937782436
1721,164140.19090824306
1722,121632.95371557347
1723,155352.82114142433
1724,207977.78321637932
1725,237075.92054317633
1726,188976.19246051728
1727,154171.4808274685
1728,171359.21017649566
1729,167083.810614857
1730,157862.4528870957
1731,120579.23071857785
1732,131950.96479089247
1733,116742.38150100778
1734,118809.32694290388
1735,127352.16374794925
1736,116127.89917274038
1737,330179.90828123124
1738,240832.3095229214
1739,257796.49867673716
1740,222097.89356676667
1741,190389.6423206249
1742,173270.73654497068
1743,177243.06578429567
1744,312902.10363680485
1745,224282.36843588
1746,187592.9110267225
1747,219206.72836664465
1748,229923.53691896304
1749,149909.32994389642
1750,128647.44660535562
1751,248345.62393033216
1752,122243.4557810529
1753,148784.28787130947
1754,194218.06887670053
1755,167488.29505583076
1756,134099.7583368634
1757,121891.18784440034
1758,148704.81518556786
1759,157476.07497177276
1760,162793.16514264024
1761,143071.02296091072
1762,179394.10842407832
1763,170926.5200682105
1764,116756.73820813102
1765,154716.43541302125
1766,182969.32146420892
1767,223824.33739706487
1768,143443.88931267668
1769,172846.08105702265
1770,151807.94390141446
1771,122813.09759884767
1772,132776.54652216565
1773,130460.54131796844
1774,143794.53048633164
1775,144945.6493299543
1776,130370.24761718966
1777,114179.61413504841
1778,142252.7885248572
1779,117463.94861115591
1780,174766.40266475343
1781,121946.65356964566
1782,93189.88799491452
1783,145589.24299723154
1784,108233.7495893686
1785,120598.96266885923
1786,138640.5540341836
1787,169353.11938126202
1788,60094.208899181205
1789,96658.17639110281
1790,81344.58582017606
1791,190664.64699085668
1792,157433.34984557083
1793,129231.88794126584
1794,156420.75191102576
1795,130751.97057197406
1796,128856.90026301573
1797,119380.40667750665
1798,123203.89121119879
1799,107848.5917635454
1800,127710.22437376414
1801,128573.79334560406
1802,129498.82528279333
1803,149166.01760720855
1804,141319.36597164476
1805,134887.9227103391
1806,121115.76146473794
1807,129331.92303916965
1808,116411.00231890293
1809,120554.31537350832
1810,137450.60212819095
1811,95590.28414869092
1812,96969.63913897902
1813,126895.4005750028
1814,97042.83688392708
1815,54196.52081970776
1816,97694.80558630153
1817,110158.10523026969
1818,143749.68303075226
1819,127933.82981113583
1820,51652.417341291126
1821,112539.04688512762
1822,149322.91022240312
1823,47608.510231057524
1824,125428.86683315095
1825,136509.97421569473
1826,101591.82268884733
1827,102615.0263665288
1828,136836.9227153389
1829,122595.06885179198
1830,146074.49829262568
1831,142015.10979643464
1832,74705.17948872219
1833,139516.93008149666
1834,120997.26120946168
1835,126709.57391643108
1836,127329.42603241795
1837,90672.69067326946
1838,123682.76376412222
1839,101648.82782188036
1840,160308.95878486484
1841,143922.03140878348
1842,90336.38562879425
1843,133966.21395303722
1844,139002.0854917908
1845,141536.68326180603
1846,151114.58130286462
1847,161805.97655043192
1848,53945.51971196674
1849,103513.2636148105
1850,115764.05701521513
1851,150794.19707432942
1852,124288.27436380388
1853,127819.37418537769
1854,165595.64483038287
1855,147592.77244650715
1856,222353.7040716562
1857,135366.43436580242
1858,142672.74107072267
1859,119209.47131846401
1860,152560.20880739507
1861,118627.91245238253
1862,331235.6302676021
1863,318607.5626047866
1864,318545.63803393755
1865,334232.60752729076
1866,332393.6074383213
1867,233134.34086085993
1868,306969.0812029728
1869,212177.02924219033
1870,225660.1676504675
1871,242773.35091537816
1872,168848.66884864276
1873,235745.64923146967
1874,147299.13982193568
1875,197281.62997376145
1876,202122.61397189132
1877,212038.85573364425
1878,197921.65722620115
1879,130844.13902119461
1880,137306.41538067587
1881,252790.3319287484
1882,242841.1810262575
1883,190258.71494122266
1884,207565.41525399388
1885,236774.39252029746
1886,299230.02273245447
1887,212037.74607998927
1888,278305.24820711405
1889,161482.30716717575
1890,118668.37936056337
1891,133982.68801107656
1892,99515.29256978084
1893,130341.29142297525
1894,126026.18824797864
1895,132412.0485498
1896,124909.75236229156
1897,119957.3527065675
1898,112388.55370401422
1899,163350.94388828782
1900,154922.76492600876
1901,171157.7174545
1902,142390.19883825016
1903,223751.020171793
1904,146286.60846064406
1905,197177.3731829049
1906,146878.8534270269
1907,203453.75839155377
1908,115370.64989406429
1909,133202.18539417072
1910,117939.71147335578
1911,208714.21118766326
1912,311414.76096102636
1913,141868.21000239425
1914,52364.740706250836
1915,323579.18127782666
1916,64141.84319185744
1917,242542.79975561687
1918,140235.16714820362
1919,175099.04202775477
1920,147177.54668196588
1921,402786.45973935525
1922,306734.4511599399
1923,221315.23099781034
1924,229741.46553729073
1925,190189.7691406311
1926,400461.59138053627
1927,133365.97513710428
1928,153143.8291405733
1929,120933.88624496308
1930,132400.09170486868
1931,143047.94591180887
1932,136806.91051966674
1933,184548.14609440655
1934,182331.22399723358
1935,171970.14361573008
1936,190808.894434763
1937,178713.61170272983
1938,170582.39965508084
1939,238212.04003449387
1940,183345.3707838927
1941,171444.46669247883
1942,182601.94803526145
1943,203821.6675579389
1944,353323.80356608814
1945,385798.9853884562
1946,138630.00281213058
1947,245667.91460884735
1948,171241.1536107334
1949,241975.24553118084
1950,184194.16579551683
1951,237918.61006267887
1952,212380.62312273277
1953,169506.5524866152
1954,179732.56260905595
1955,136063.86432509028
1956,307644.5650431197
1957,151591.0902842274
1958,305522.33391407283
1959,145879.67365472316
1960,114857.13765800475
1961,124348.04255140355
1962,97582.09572068321
1963,106428.06611402855
1964,111865.64905300003
1965,149571.74744517947
1966,138181.20612520096
1967,287706.70460529736
1968,446732.0636970625
1969,397128.9967412725
1970,432843.1286347933
1971,466315.9934359776
1972,396200.6766845317
1973,262674.15466907533
1974,324433.5646054431
1975,549689.8550048538
1976,271645.6108950797
1977,353578.86891552276
1978,370394.85386217805
1979,320080.50044101005
1980,202491.93473705405
1981,341828.3325153957
1982,231569.0488868506
1983,205104.9348302279
1984,168709.4647232154
1985,232044.95743899996
1986,207392.40121541262
1987,186143.75057630322
1988,176545.17457367186
1989,193798.31607619056
1990,213025.92425594074
1991,247326.76769785688
1992,216289.7654823741
1993,172059.24831424787
1994,232833.56914440836
1995,183103.746177041
1996,252677.3062363038
1997,302214.81682132446
1998,329356.0975781322
1999,265782.5228557961
2000,317587.79923842574
2001,265079.9543752815
2002,243149.7541661419
2003,251008.34451304338
2004,277941.841773958
2005,222510.83290465295
2006,223294.26771018124
2007,243402.4875902458
2008,210264.4361794355
2009,194149.21398333806
2010,190802.9058255643
2011,134389.51558546934
2012,174800.30631899717
2013,179516.03405039606
2014,183059.87357207783
2015,204110.352022026
2016,192413.3966481173
2017,193731.87500455018
2018,122486.48357153579
2019,134496.69362095025
2020,102852.37997422791
2021,104894.52936319573
2022,180968.28612944466
2023,144231.4932577133
2024,262802.85054393054
2025,362534.4388757029
2026,174222.137875383
2027,159995.7227937791
2028,149872.91619302784
2029,169608.12071791515
2030,265090.9524144317
2031,236533.54173135254
